id,name_country_1,name_country_2,goals_country_1,goals_country_2,phase,phase_rank,date,home_city,home_country,world_cup,wikipedia
993,Scotland,Morocco,0,1,group,last_48,2026-06-19,Foxborough,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
994,Brazil,Haiti,3,0,group,last_48,2026-06-19,Philadelphia,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
995,United States,Australia,2,0,group,last_48,2026-06-19,Seattle,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
996,Turkey,Paraguay,0,1,group,last_48,2026-06-19,Santa Clara,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
997,Germany,Ivory Coast,2,1,group,last_48,2026-06-20,Toronto,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
998,Ecuador,Curaçao,0,0,group,last_48,2026-06-20,Kansas City,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
999,Netherlands,Sweden,5,1,group,last_48,2026-06-20,Houston,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1000,Tunisia,Japan,0,4,group,last_48,2026-06-20,Guadalupe,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1001,Belgium,Iran,NA,NA,group,last_48,2026-06-21,Inglewood,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1002,New Zealand,Egypt,NA,NA,group,last_48,2026-06-21,Vancouver,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1003,Spain,Saudi Arabia,NA,NA,group,last_48,2026-06-21,Atlanta,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1004,Uruguay,Cape Verde,NA,NA,group,last_48,2026-06-21,Miami Gardens,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1005,France,Iraq,NA,NA,group,last_48,2026-06-22,Philadelphia,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1006,Norway,Senegal,NA,NA,group,last_48,2026-06-22,East Rutherford,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1007,Argentina,Austria,NA,NA,group,last_48,2026-06-22,Arlington,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1008,Jordan,Algeria,NA,NA,group,last_48,2026-06-22,Santa Clara,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1009,Portugal,Uzbekistan,NA,NA,group,last_48,2026-06-23,Houston,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1010,Colombia,DR Congo,NA,NA,group,last_48,2026-06-23,Zapopan,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1011,England,Ghana,NA,NA,group,last_48,2026-06-23,Foxborough,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1012,Panama,Croatia,NA,NA,group,last_48,2026-06-23,Toronto,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1013,Mexico,Czech Republic,NA,NA,group,last_48,2026-06-24,Mexico City,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1014,South Africa,South Korea,NA,NA,group,last_48,2026-06-24,Guadalupe,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1015,Canada,Switzerland,NA,NA,group,last_48,2026-06-24,Vancouver,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1016,Bosnia and Herzegovina,Qatar,NA,NA,group,last_48,2026-06-24,Seattle,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1017,Scotland,Brazil,NA,NA,group,last_48,2026-06-24,Miami Gardens,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1018,Morocco,Haiti,NA,NA,group,last_48,2026-06-24,Atlanta,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1019,United States,Turkey,NA,NA,group,last_48,2026-06-25,Inglewood,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1020,Paraguay,Australia,NA,NA,group,last_48,2026-06-25,Santa Clara,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1021,Curaçao,Ivory Coast,NA,NA,group,last_48,2026-06-25,Philadelphia,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1022,Ecuador,Germany,NA,NA,group,last_48,2026-06-25,East Rutherford,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1023,Japan,Sweden,NA,NA,group,last_48,2026-06-25,Arlington,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1024,Tunisia,Netherlands,NA,NA,group,last_48,2026-06-25,Kansas City,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1025,Egypt,Iran,NA,NA,group,last_48,2026-06-26,Seattle,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1026,New Zealand,Belgium,NA,NA,group,last_48,2026-06-26,Vancouver,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1027,Cape Verde,Saudi Arabia,NA,NA,group,last_48,2026-06-26,Houston,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1028,Uruguay,Spain,NA,NA,group,last_48,2026-06-26,Zapopan,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1029,Norway,France,NA,NA,group,last_48,2026-06-26,Foxborough,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1030,Senegal,Iraq,NA,NA,group,last_48,2026-06-26,Toronto,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1031,Algeria,Austria,NA,NA,group,last_48,2026-06-27,Kansas City,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1032,Jordan,Argentina,NA,NA,group,last_48,2026-06-27,Arlington,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1033,Colombia,Portugal,NA,NA,group,last_48,2026-06-27,Miami Gardens,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1034,DR Congo,Uzbekistan,NA,NA,group,last_48,2026-06-27,Atlanta,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1035,Panama,England,NA,NA,group,last_48,2026-06-27,East Rutherford,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
1036,Croatia,Ghana,NA,NA,group,last_48,2026-06-27,Philadelphia,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
